,Unnamed: 0,frame_id,img_timestamp,identified_person,identification_confidence,face_id,age_low,age_high,smile,eyeglasses,sunglasses,gender,beard,mustache,eyesopen,mouthopen,confused,calm,happy,disgusted,angry,fear,sad,surprised,emotions,min_timestamp,min_upgrade,main_emotion,mainE_confidence
0,3,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00001.png,0,P2,99.9954986572266,3,15,27,False,False,False,Female,False,False,True,False,23.658872604370103,66.5171737670898,1.21477651596069,1.5172619819641102,0.5588101744651789,0.20378483831882502,6.1692619323730495,0.160062491893768,49.24016545712945,0.0,0.0,calm,66.5171737670898
1,6,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00002.png,0,P2,99.9954986572266,3,15,27,False,False,False,Female,False,False,True,False,23.658872604370103,66.5171737670898,1.21477651596069,1.5172619819641102,0.5588101744651789,0.20378483831882502,6.1692619323730495,0.160062491893768,49.24016545712945,0.0,0.0,calm,66.5171737670898
2,8,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00003.png,17,P2,99.98889923095699,2,13,25,True,False,False,Female,False,False,True,False,0.5453481674194339,9.54874420166016,87.7909088134766,0.910216093063354,0.170894354581833,0.16424119472503698,0.665508031845093,0.20412960648536702,96.76037955284123,0.2833333333333333,0.17,happy,87.7909088134766
3,12,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00004.png,37,P2,99.98889923095699,3,12,22,False,False,False,Female,False,False,True,False,4.91942405700684,70.660888671875,3.04716873168945,0.869536280632019,1.12971091270447,0.841363251209259,18.1040992736816,0.427804470062256,86.73934847116466,0.6166666666666667,0.37,calm,70.660888671875
4,15,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00005.png,57,P2,99.9954986572266,3,13,25,False,False,False,Female,False,False,True,False,90.1791839599609,8.00853824615479,0.0527393519878387,0.387244641780853,0.24802726507186898,0.0684620514512062,0.346042722463608,0.709772527217865,-81.26977054029699,0.95,0.57,calm,8.00853824615479
5,18,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00006.png,77,P2,99.98889923095699,3,17,29,False,False,False,Female,False,False,True,False,37.0731620788574,45.5546722412109,0.39675179123878496,0.619808197021484,1.5341491699218797,0.9130078554153441,13.4363059997559,0.472137659788132,22.78803873062137,1.2833333333333334,1.17,calm,45.5546722412109
6,19,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00007.png,97,P2,99.98889923095699,1,13,23,False,False,False,Female,False,False,True,False,3.26944446563721,86.91744995117192,5.75231838226318,0.77673327922821,0.5842934250831601,0.304995328187943,2.02590394020081,0.368867009878159,91.29765963554387,1.6166666666666667,1.37,calm,86.91744995117192
7,23,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00008.png,117,P2,99.98889923095699,2,13,25,False,False,False,Female,False,False,True,False,20.2192707061768,67.41928100585939,0.34994477033615096,5.15190172195435,0.35293838381767295,0.22778920829296104,2.88615798950195,3.39272093772888,48.802081450819934,1.95,1.5699999999999998,calm,67.41928100585939
8,27,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00009.png,137,P2,99.98889923095699,3,13,23,False,False,False,Female,False,False,True,False,2.96281695365906,94.57543182373051,0.30943247675895696,0.18359932303428603,0.219369024038315,0.0449666157364845,1.5663435459136998,0.13803128898143802,93.61722526699309,2.283333333333333,2.17,calm,94.57543182373051
9,29,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00010.png,157,P2,99.9869003295898,2,14,26,False,False,False,Female,False,False,True,False,7.71912622451782,81.80418395996091,0.27318486571312,0.647687375545502,0.815837383270264,0.296869188547134,8.19734477996826,0.245765596628189,82.67263379693028,2.6166666666666667,2.37,calm,81.80418395996091
10,33,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00011.png,177,P2,99.98889923095699,3,22,34,False,False,False,Female,False,False,True,False,3.58594918251038,89.8651275634766,0.29029032588005105,0.46767410635948203,0.5439718961715699,0.28332275152206393,4.711267471313481,0.25238424539566,91.32609546184544,2.95,2.57,calm,89.8651275634766
11,35,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00012.png,197,P2,99.9869003295898,2,13,23,False,False,False,Female,False,False,False,False,2.21603870391846,93.5861129760742,0.9782527685165409,0.437725394964218,0.336288660764694,0.21832296252250696,1.6417654752731299,0.585496962070465,94.25582978129385,3.283333333333333,3.17,calm,93.5861129760742
12,39,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00013.png,217,P2,99.9869003295898,3,14,26,False,False,False,Female,False,False,True,False,15.125237464904801,75.6506576538086,0.22260667383670799,0.444849401712418,0.7675811052322391,0.24347078800201397,7.253225803375241,0.29237258434295693,68.37288616597651,3.6166666666666667,3.37,calm,75.6506576538086
13,42,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00014.png,237,P2,99.9869003295898,3,21,33,False,False,False,Female,False,False,True,False,11.5302419662476,77.8973770141602,0.171957194805145,0.484973877668381,1.04159355163574,0.197495311498642,8.357546806335451,0.318817108869553,75.57458052039146,3.95,3.57,calm,77.8973770141602
14,45,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00015.png,257,P2,99.98889923095699,3,12,22,False,False,False,Female,False,False,True,False,6.162585258483889,88.3492431640625,0.0974963083863258,0.277788281440735,0.412026137113571,0.0811458751559258,4.409698486328121,0.210018128156662,86.95696280896664,4.283333333333333,4.17,calm,88.3492431640625
15,47,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00016.png,277,P2,99.98889923095699,2,25,39,False,False,False,Female,False,False,True,False,2.58996105194092,95.3062896728516,0.498751640319824,0.310420721769333,0.263676226139069,0.0749761313199997,0.8131336569786071,0.142788365483284,94.04928165674214,4.616666666666666,4.37,calm,95.3062896728516
16,51,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00017.png,297,P2,99.99720001220699,3,13,23,False,False,False,Female,False,False,True,False,41.273624420166,44.165103912353494,0.268322974443436,0.32333579659462003,1.2628899812698402,0.0649791359901428,0.6716479063034061,11.970096588134801,16.676122009754213,4.95,4.57,calm,44.165103912353494
17,54,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00018.png,317,P2,99.9954986572266,3,12,22,False,False,False,Female,False,False,True,False,0.647152841091156,98.0192031860352,0.256293416023254,0.136338770389557,0.106377527117729,0.0151036148890853,0.7595310211181641,0.0599977262318134,98.40280765015636,5.283333333333333,5.17,calm,98.0192031860352
18,57,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00019.png,337,P2,99.98889923095699,3,12,22,False,False,False,Female,False,False,True,False,5.7554836273193395,90.10482788085942,0.822294056415558,0.185739666223526,0.24376490712165802,0.0785059854388237,2.5784690380096404,0.230918690562248,87.96054529398684,5.616666666666666,5.37,calm,90.10482788085942
19,60,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00020.png,357,P2,99.99720001220699,3,21,33,True,False,False,Female,False,False,True,True,0.0540120005607605,0.0121755292639136,99.5272445678711,0.101041406393051,0.0723495185375214,0.0889189392328262,0.0748458728194237,0.0694193840026855,99.512062526308,5.95,5.57,happy,99.5272445678711
20,63,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00021.png,377,P2,99.99720001220699,3,21,33,False,False,False,Female,False,False,True,False,2.8168528079986603,48.2623977661133,46.2086868286133,0.9877169728279109,0.313079297542572,0.0297894403338432,0.7417144775390621,0.639763176441193,92.33128232508902,6.283333333333333,6.17,calm,48.2623977661133
21,66,//Users/rentaluser/desktop/thesisVideo/videos/editedvideo/videoFaceAnalysis_temp_round2_3/00022.png,397,P2,99.9869003295898,3,14,26,False,False,False,Female,False,False,True,False,23.8222007751465,55.309391021728494,2.35622119903564,9.76294040679932,0.899327278137207,0.973363995552063,5.01003503799438,1.8665224313736,30.882991790771438,6.616666666666666,6.37,calm,55.309391021728494
